Id,SalePrice
1461,84400.77058575132
1462,112197.63963488863
1463,201390.62311144706
1464,206606.40855556427
1465,210767.77811053323
1466,176096.00889837826
1467,198454.62317602205
1468,178293.12767453966
1469,195602.7761118252
1470,121051.08046951196
1471,177900.8368052592
1472,99744.05272549657
1473,92852.47826034932
1474,148375.73995377801
1475,102689.43611486226
1476,429264.20765616687
1477,209745.0119570537
1478,301294.8807158631
1479,294091.31835762365
1480,471574.2956433904
1481,278728.6478285428
1482,186571.4527230872
1483,168021.55225490264
1484,135756.4210114174
1485,198039.80736253507
1486,203528.27347615958
1487,204124.46001981953
1488,203665.30711926744
1489,209511.18473717503
1490,203099.80353904082
1491,204031.24700578154
1492,89011.535690365
1493,294046.53695109254
1494,288886.47461166675
1495,243156.20402849242
1496,193738.8505655478
1497,215032.22011309626
1498,150408.21375750453
1499,131943.97003631922
1500,130126.55020833996
1501,166089.78133672886
1502,164165.00058748978
1503,247868.52535738054
1504,210048.64275960936
1505,217245.8071753437
1506,217179.00760562945
1507,263718.7774776047
1508,215491.33020090507
1509,168766.9055456838
1510,150627.69531333423
1511,142918.53407906738
1512,147080.74841212409
1513,120566.08038213557
1514,138636.98086239622
1515,122983.90209835765
1516,162617.31387145587
1517,190568.90876688206
1518,103170.45388401429
1519,246363.54493665145
1520,131492.25517246118
1521,140436.95932565225
1522,160143.44140321086
1523,120054.188737904
1524,97717.78151121321
1525,133723.2050566078
1526,130351.51768112223
1527,117727.9526592839
1528,157360.1820239438
1529,139489.94593925148
1530,239179.67305481856
1531,109975.55608062683
1532,98301.94593147894
1533,169704.150322479
1534,170934.51982842185
1535,174608.48993147517
1536,113242.38301292878
1537,109149.45940478933
1538,282268.60720152827
1539,292316.32092005864
1540,130536.35330258742
1541,144750.66145733855
1542,149743.52009767827
1543,274202.8359429642
1544,94918.86500612563
1545,133426.5525080363
1546,91485.94699529816
1547,148640.25379655257
1548,158511.7074982512
1549,126366.718968901
1550,151098.5106580749
1551,128020.40458455765
1552,184033.75789159976
1553,173615.2690579023
1554,129939.88361593455
1555,198840.4617126286
1556,106945.32448007198
1557,127796.65127594756
1558,99220.3770206032
1559,115848.82615045556
1560,69363.17814804877
1561,160427.68950330917
1562,121645.7860245282
1563,115789.96106982879
1564,152560.65058749614
1565,187462.99038612854
1566,385354.1366241104
1567,66130.44855636818
1568,195880.11806602587
1569,108058.42933375745
1570,104201.27827585812
1571,132964.3101891549
1572,140375.4480469326
1573,303616.5369366905
1574,123370.04512968524
1575,172807.65006464257
1576,298476.5905130203
1577,182571.52698352296
1578,131660.10531894543
1579,169317.5827995252
1580,212236.03401341036
1581,173500.39914209236
1582,113481.70244738473
1583,358301.48744020355
1584,233029.64304854482
1585,128925.34273638843
1586,76705.41293121142
1587,101234.51962188286
1588,124088.06885598857
1589,86923.48098881442
1590,123522.73560036578
1591,93100.35967662073
1592,77292.58354540975
1593,134808.05547396847
1594,157181.5155149318
1595,128170.80032341262
1596,187005.63065920185
1597,104271.61042562955
1598,207238.29079339595
1599,143539.23527346144
1600,151969.63441076232
1601,107975.20542588174
1602,112485.85496883352
1603,93569.29703137894
1604,218916.98000589502
1605,289167.71744537156
1606,165086.25141310273
1607,87282.05376025118
1608,272007.68686626136
1609,180384.53158143393
1610,169882.53754679518
1611,188152.03955601712
1612,181923.1810333527
1613,195112.28479096128
1614,54871.583526819486
1615,82880.61469812853
1616,82962.3140110112
1617,86985.4908901546
1618,156621.77859321624
1619,162225.76619641084
1620,185950.7071918953
1621,138160.3467103309
1622,147584.05594159567
1623,346684.9875421927
1624,200744.1119456798
1625,126597.7968366068
1626,134951.97133550837
1627,218298.6955101279
1628,290890.13455845515
1629,167681.99237502133
1630,549854.0706442982
1631,208936.84660571645
1632,246578.2709093491
1633,189485.58368486716
1634,159134.7961187402
1635,170019.49311531588
1636,129457.91647779518
1637,191835.77230834434
1638,216778.13707265476
1639,161974.0593267122
1640,246045.80012263163
1641,168039.40070368
1642,247674.93104092215
1643,229858.134715183
1644,205784.4320285835
1645,255871.90444865072
1646,146738.05363331604
1647,129476.68271417059
1648,110232.8139435591
1649,156067.0641426485
1650,143376.6886966219
1651,134341.0165450362
1652,79910.63632330576
1653,81314.66514798636
1654,144862.79935623155
1655,126363.9311083588
1656,129066.28469562992
1657,89184.0598409006
1658,151183.9615733808
1659,91122.31453926345
1660,136944.13850531328
1661,506357.6065350853
1662,489048.7127230704
1663,345160.305038553
1664,779535.9522748877
1665,315268.22547339683
1666,364970.14734044264
1667,185087.12540259605
1668,277774.2044775982
1669,331342.8895018685
1670,339655.29482522677
1671,235885.70970089352
1672,516806.3958662368
1673,312113.7816594169
1674,274345.7100883565
1675,196377.08837303318
1676,164153.46371371267
1677,285270.1590786332
1678,442758.3752926177
1679,425824.9031850804
1680,286465.5566342587
1681,207120.21922680497
1682,367272.96378891333
1683,156340.32833235586
1684,183704.08491877269
1685,178320.09193588598
1686,166419.38587066563
1687,182581.034673752
1688,169397.7438907079
1689,199548.12383459325
1690,182727.50348945288
1691,171580.26936985736
1692,233519.346535174
1693,162821.12376367024
1694,154933.49477699914
1695,174251.97416542823
1696,263405.00024002936
1697,172059.806994102
1698,444465.976785977
1699,305382.27358952386
1700,249276.45091866932
1701,199886.82384453123
1702,233683.22897383632
1703,314217.5820119553
1704,277606.42875506764
1705,244620.1384837107
1706,613981.1652539603
1707,214270.65655227538
1708,235062.20143140646
1709,286466.8045948424
1710,227637.52065970533
1711,243561.94794126222
1712,263418.4452275983
1713,291898.1222562576
1714,207646.71097190172
1715,199903.89562553275
1716,199183.28998607182
1717,158018.72990540203
1718,162471.8963822437
1719,201920.0179190181
1720,229325.2271338051
1721,128600.08306163427
1722,159546.28016181433
1723,151648.79359778992
1724,194486.87174652374
1725,251221.48270664705
1726,207055.09652669684
1727,149474.2156146775
1728,206130.2037432076
1729,129604.47928013894
1730,132644.9943488919
1731,112999.46223485337
1732,108031.01608402088
1733,106433.40817047317
1734,121163.74756651043
1735,130974.17187287916
1736,92088.58870293952
1737,477290.18867405225
1738,207951.6524459376
1739,315002.00678076333
1740,245707.7208433402
1741,209346.96260213715
1742,142021.1205335755
1743,138826.70139312383
1744,366578.1704940798
1745,125610.28121285119
1746,237601.87026155603
1747,218668.52826112913
1748,217318.77283429384
1749,126722.20369621803
1750,144697.51165901052
1751,205606.09183757837
1752,106160.93385038529
1753,116557.34847869183
1754,190299.54844706485
1755,216232.16346677285
1756,138464.20466912552
1757,121623.97675599779
1758,156986.4865925596
1759,153856.8083208497
1760,127242.95138953319
1761,158922.6061435884
1762,198094.8834873416
1763,149024.48486468117
1764,109388.1431323134
1765,203466.42486773708
1766,183400.47672683524
1767,209423.89287594156
1768,138976.65386470655
1769,184752.0528468277
1770,160407.70915568914
1771,110201.91572606597
1772,116253.23658107115
1773,124438.99836925943
1774,119009.43475619103
1775,147469.92803437475
1776,99079.57673817428
1777,110400.84078124494
1778,140914.78113117802
1779,132890.68904918552
1780,228620.01806486672
1781,128368.77032431996
1782,84737.41382910982
1783,153123.9160603203
1784,115552.74410516016
1785,114568.745505607
1786,188228.17486922714
1787,251462.60587134445
1788,77023.65296473501
1789,70776.81726509535
1790,81279.98889128889
1791,222704.8454140929
1792,124049.87762790413
1793,125158.74301592102
1794,112184.5858687127
1795,135668.74799293457
1796,106977.97176092408
1797,130749.43457874707
1798,117208.49313045382
1799,119533.97610452973
1800,103840.75794700022
1801,124273.48620567557
1802,139628.14965447446
1803,156329.84911450816
1804,143257.2015077913
1805,139453.2441820979
1806,110792.82128640807
1807,161005.64269155747
1808,95330.9733642401
1809,119498.84682251106
1810,111289.70365582888
1811,134530.60905895653
1812,97932.83035006825
1813,127442.35537905422
1814,77176.77060680193
1815,55816.75480904167
1816,107736.90384902709
1817,133878.9750779449
1818,151841.6686937244
1819,109387.95950972346
1820,42502.922085887716
1821,103496.49361427141
1822,220942.80360015258
1823,57927.93487218439
1824,128137.16457085413
1825,120822.67917673431
1826,70099.69035924016
1827,89239.45838079977
1828,103870.70842927734
1829,214035.91221203105
1830,131238.54295031
1831,236878.5242160151
1832,130529.21159284997
1833,169741.39949845502
1834,184811.69019210953
1835,167524.76583886266
1836,110576.98950363304
1837,128576.55886358848
1838,129832.34162625282
1839,71048.7348059812
1840,183640.35628402195
1841,97846.86039205042
1842,77095.68918421557
1843,97117.88446932333
1844,121653.15429833833
1845,118614.83395143121
1846,100707.5877026175
1847,104423.25814862184
1848,60836.013573943295
1849,89643.81906284737
1850,122439.20348574604
1851,162626.7730749067
1852,132261.51610412597
1853,121232.51133993569
1854,157176.1148181189
1855,149226.2794574525
1856,216037.12508881243
1857,157703.11919073164
1858,181831.77011654834
1859,124787.91975646977
1860,168105.9367813364
1861,125318.71010892712
1862,330578.27106767305
1863,351765.52291957574
1864,351588.3803792696
1865,411630.3067750759
1866,301952.88135735656
1867,251473.4221531333
1868,297251.062454584
1869,191780.87189480665
1870,304338.6839326818
1871,272277.05877889507
1872,174627.06956886876
1873,269847.20841481106
1874,155241.51415991198
1875,236884.1517113877
1876,184036.9796109718
1877,214377.490269962
1878,169847.44016125912
1879,127670.0532172737
1880,127861.4531534536
1881,234037.8153760087
1882,279673.7846849186
1883,199729.880090414
1884,212557.1996884014
1885,283484.3228885027
1886,274385.6823594685
1887,173832.43144491283
1888,233472.98870015846
1889,179963.3901322751
1890,103128.81850483199
1891,136920.3664192215
1892,99679.0936794519
1893,149643.15290035112
1894,126689.14088742183
1895,158336.47163629104
1896,139350.23352523864
1897,152813.9949825975
1898,96556.27295959929
1899,166500.49072128392
1900,187886.7409602552
1901,225844.44804498382
1902,120559.6673046977
1903,227195.83526603572
1904,121165.35030652401
1905,171375.95336572183
1906,142940.23007675298
1907,171314.78428260583
1908,98606.98670588557
1909,92271.49000320128
1910,112224.9931531172
1911,219066.4698479553
1912,320209.65518772823
1913,161878.3404181331
1914,89545.89615023768
1915,347622.04021780926
1916,56539.335785820476
1917,225332.4652264949
1918,126556.13065287254
1919,148572.61570527492
1920,198896.41711323362
1921,378668.1610687423
1922,272150.0942782145
1923,209113.62435355873
1924,241139.5030524444
1925,222355.8309611715
1926,365332.7213558118
1927,131345.34617404445
1928,158048.41364155462
1929,124050.98504642317
1930,151892.18541815816
1931,137426.21006491547
1932,158837.47957866572
1933,156867.05832750935
1934,184563.5500785574
1935,184577.22825222905
1936,181177.0321647233
1937,209891.6205247659
1938,263170.716392042
1939,217272.8494614604
1940,181901.52572911265
1941,170467.38084275354
1942,202422.74133658904
1943,155041.24991010188
1944,301604.27548072423
1945,392714.3776605119
1946,148855.528622735
1947,313428.934532303
1948,230690.05495703957
1949,231996.4901961408
1950,186718.08622915033
1951,233444.205076486
1952,197587.46552853865
1953,239833.50026099244
1954,177997.3348681191
1955,128722.64748193228
1956,392263.5146537309
1957,148344.23590095874
1958,358777.23996600905
1959,131824.07771685233
1960,113511.085965369
1961,121436.6492931668
1962,78210.92083385221
1963,116707.79907002511
1964,111300.24391404858
1965,147043.03810890007
1966,145537.0840617867
1967,229775.51966509197
1968,367708.0450095532
1969,402136.27910292795
1970,322808.1049857106
1971,420257.21136474435
1972,396075.2530420148
1973,265545.8654944628
1974,301804.9840829224
1975,111680.89875398348
1976,274256.1592912
1977,477718.76611320965
1978,329815.8875292481
1979,246649.21415713892
1980,282013.6443331402
1981,348241.95145111694
1982,195094.31879296803
1983,180852.69902407125
1984,201885.89208454028
1985,200980.82662311033
1986,215603.96302480486
1987,165430.82687586322
1988,175655.80588227187
1989,194699.69667074792
1990,235424.3282450892
1991,248849.18976964298
1992,211352.214684036
1993,182176.24524672076
1994,243556.71184344802
1995,186421.41050736263
1996,278295.79663743125
1997,365934.0926746208
1998,410387.04392394493
1999,294460.10691590025
2000,296172.5247273467
2001,333810.7353279303
2002,275688.1154278411
2003,185653.15778979682
2004,276355.542564979
2005,257397.21113654404
2006,200893.20376820784
2007,259046.3127403272
2008,192276.41092637644
2009,210036.78341756391
2010,193519.26593277976
2011,119576.52365952639
2012,181616.87967211998
2013,174934.86748982652
2014,162808.7384350478
2015,211903.3285111731
2016,209519.88366312036
2017,143746.80370803876
2018,103102.99747688252
2019,126361.36469081121
2020,122341.81188992212
2021,101815.79543626607
2022,238153.87810508476
2023,146607.47599547214
2024,227060.1698620163
2025,358626.8357015776
2026,193741.83559662613
2027,129821.01027217643
2028,162944.78876664056
2029,141011.98681488668
2030,281808.7404667585
2031,247735.6825788849
2032,234412.28918362295
2033,287331.28794085217
2034,151759.25316882346
2035,214241.72936559797
2036,161858.74615388855
2037,169257.70055040368
2038,355403.32866972557
2039,224790.71479715928
2040,476200.016488523
2041,252568.19245185124
2042,200818.58191724328
2043,137395.8109235814
2044,133380.51610548876
2045,206745.97623905865
2046,131286.56732994484
2047,145503.533450707
2048,128006.22540287384
2049,138026.92966843364
2050,224221.99472542267
2051,102912.50069660724
2052,129195.2144357579
2053,129708.29088219137
2054,52391.03303403494
2055,149851.32231377185
2056,115748.14343821982
2057,97870.14770736758
2058,183885.30210325768
2059,131727.24252557982
2060,185128.72241365167
2061,163999.36708390506
2062,120814.93562588432
2063,126061.83640670624
2064,134268.56355980097
2065,118353.65981354572
2066,163439.15344028934
2067,105112.94279044836
2068,129779.96236973345
2069,83681.69931348336
2070,101296.58863416176
2071,98001.18026816465
2072,105905.14350908385
2073,147860.42949119228
2074,85746.01542473289
2075,120682.86549400905
2076,113295.87572559206
2077,139692.8487824179
2078,92501.46503041302
2079,130800.14615580329
2080,119386.80615104407
2081,115769.09688282436
2082,157546.8075344347
2083,136375.20760153703
2084,80434.09358627335
2085,102231.04457542293
2086,150792.95838415137
2087,114574.18477862133
2088,114585.55685197205
2089,47634.17081672455
2090,172945.2680315905
2091,122007.14447816269
2092,135169.75464998436
2093,151764.827551624
2094,94014.60125648315
2095,187602.86423984639
2096,77895.85022448366
2097,111955.9802582815
2098,154636.76091201048
2099,52824.64857579274
2100,143624.16498363964
2101,122199.01730807658
2102,141321.97689555903
2103,118825.78231463705
2104,114950.35419841918
2105,122727.93437880035
2106,75174.61581049162
2107,246995.085456788
2108,130372.3166373663
2109,109624.92489655035
2110,93615.1955588043
2111,169324.63391537793
2112,118291.520667245
2113,126556.5265677813
2114,164529.65634410465
2115,162879.14107980937
2116,96224.17836321976
2117,198653.15711327476
2118,112220.93998220422
2119,106670.63366227837
2120,101782.71001919884
2121,104680.35873171793
2122,126459.1153515805
2123,99291.84743246862
2124,201404.0665969641
2125,148978.51896095413
2126,116873.23850523274
2127,194316.56434521175
2128,146928.09368298863
2129,76262.7682815818
2130,125850.23631463599
2131,176737.9683580333
2132,96079.12205759149
2133,66167.46392770275
2134,104223.23349711877
2135,86867.8243413026
2136,119859.09794126327
2137,107595.42337915387
2138,129841.17849831753
2139,127602.85982486622
2140,118288.06131453834
2141,153028.5783858441
2142,101772.48859405691
2143,151411.48311256373
2144,142726.2339273539
2145,132910.8194278791
2146,154141.63177315865
2147,155038.8666219982
2148,153786.0228645837
2149,149436.65872215296
2150,235007.38531998257
2151,97734.20665085109
2152,247472.84335154187
2153,276682.4923628415
2154,120691.10715762257
2155,141226.10377163903
2156,313934.4043334831
2157,219675.96281796423
2158,233828.67511191565
2159,183800.72836796605
2160,188502.26353786004
2161,257376.318521984
2162,345716.47083212854
2163,424838.89236822305
2164,240496.99131467802
